key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
3996,EMOTION REGULATION PROFILES AND ACADEMIC STRESS IN PHYSIOTHERAPY STUDENTS,2017,1,1,EUROPEAN JOURNAL OF EDUCATION AND PSYCHOLOGY,1888-8992,10,2,57,CABANACH RG and SOUTO-GESTAL A and CERVANTES RF,10.1016/J.EJEPS.2017.07.002,,ASOC UNIV EDUCATION-ASUNIVEP,,, 
3997,PSYCHOPHYSIOLOGICAL AND BEHAVIORAL RESPONSES TO A NOVEL INTRUDER THREAT TASK FOR CHILDREN ON THE AUTISM SPECTRUM,2017,1,1,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0162-3257,47,12,3704,SOUTH M and TAYLOR KM and NEWTON T and CHRISTENSEN M and JAMISON NK and CHAMBERLAIN P and JOHNSTON O and CROWLEY MJ and HIGLEY JD,10.1007/S10803-017-3195-0,,SPRINGER/PLENUM PUBLISHERS,,, 
3998,TOWARD DEVELOPING LABORATORY-BASED PARENT-ADOLESCENT CONFLICT DISCUSSION TASKS THAT CONSISTENTLY ELICIT ADOLESCENT CONFLICT-RELATED STRESS RESPONSES: SUPPORT FROM PHYSIOLOGY AND OBSERVED BEHAVIOR,2017,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,26,12,3288,THOMAS SA and WILSON T and JAIN A and DEROS DE and UM M and HURWITZ J and JACOBS I and MYERBERG L and EHRLICH KB and DUNN EJ and ALDAO A and STADNIK R and DE LOS REYES A,10.1007/S10826-017-0844-Z,,SPRINGER,,, 
3999,"EXPLORING STUDENTS' PARTICIPATION IN UNIVERSAL, DEPRESSION AND ANXIETY, PREVENTION PROGRAMMES AT SCHOOL: A META-AGGREGATION",2017,1,1,SCHOOL MENTAL HEALTH,1866-2625,9,4,372,BASTOUNIS A and CALLAGHAN P and LYKOMITROU F and AUBEELUCK A and MICHAIL M,10.1007/S12310-017-9230-7,,SPRINGER,,, 
4000,ANXIETY DISORDERS AND OBSESSIVE-COMPULSIVE DISORDER IN INDIVIDUALS WITH AUTISM SPECTRUM DISORDER,2017,1,1,CURRENT PSYCHIATRY REPORTS,1523-3812,19,12,NA,POSTORINO V and KERNS CM and VIVANTI G and BRADSHAW J and SIRACUSANO M and MAZZONE L,10.1007/S11920-017-0846-Y,,SPRINGER,,, 
4001,"PSYCHOMETRIC PROPERTIES OF THE CYBERBULLYING TEST, A SCREENING INSTRUMENT TO MEASURE CYBERVICTIMIZATION, CYBERAGGRESSION, AND CYBEROBSERVATION",2017,1,1,JOURNAL OF INTERPERSONAL VIOLENCE,0886-2605,32,23,3556,GARAIGORDOBIL M,10.1177/0886260515600165,,SAGE PUBLICATIONS INC,,, 
4002,ASSESSING EMOTION REGULATION REPERTOIRES: THE REGULATION OF EMOTION SYSTEMS SURVEY,2017,1,1,PERSONALITY AND INDIVIDUAL DIFFERENCES,0191-8869,119,,204,DE FRANCE K and HOLLENSTEIN T,10.1016/J.PAID.2017.07.018,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
4003,RELATION OF EMOTION REGULATION AND EMPATHY SKILLS WITH MATERNAL EMOTION REGULATION AND ATTACHMENT IN CHILDREN DIAGNOSED WITH ADHD,2017,1,1,ANADOLU PSIKIYATRI DERGISI-ANATOLIAN JOURNAL OF PSYCHIATRY,1302-6631,18,6,611,OZYURT G and OZTURK Y and AKAY A,NA,,CUMHURIYET UNIV TIP FAK PSIKIYATRI ANABILIM DALI,,, 
4004,"THE RECIPROCAL RELATIONS BETWEEN EXPERIENTIAL AVOIDANCE, SCHOOL STRESSOR, AND PSYCHOLOGICAL STRESS RESPONSE AMONG JAPANESE ADOLESCENTS",2017,1,1,PLOS ONE,1932-6203,12,11,NA,ISHIZU K and SHIMODA Y and OHTSUKI T,10.1371/JOURNAL.PONE.0188368,,PUBLIC LIBRARY SCIENCE,,, 
4005,SYSTEMATIC REVIEW OF THE RELATIONSHIPS BETWEEN COMBINATIONS OF MOVEMENT BEHAVIOURS AND HEALTH INDICATORS IN THE EARLY YEARS (0-4 YEARS),2017,1,1,BMC PUBLIC HEALTH,NA,17,,NA,KUZIK N and POITRAS VJ and TREMBLAY MS and LEE EY and HUNTER S and CARSON V,10.1186/S12889-017-4851-1,,BMC,,, 
4006,EMOTION REGULATION ABILITY AND RESILIENCE IN A SAMPLE OF ADOLESCENTS FROM A SUBURBAN AREA,2017,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,8,,NA,MESTRE JM and NUNEZ-LOZANO JM and GOMEZ-MOLINERO R and ZAYAS A and GUIL R,10.3389/FPSYG.2017.01980,,FRONTIERS MEDIA SA,,, 
4007,EMOTION REGULATION AND EATING BEHAVIOR IN OBESE ADOLESCENTS,2017,1,1,ACTA PAEDIATRICA,0803-5253,106,,21,FAUST K and OTTE T and FRANSSEN W and BEYENS M and ZEEVAERT R and MASSA G,NA,,WILEY,,, 
4008,OVERVIEW OF ASSESSMENT AND TREATMENT OF NON-SUICIDAL SELF-INJURY AMONG ADOLESCENTS,2017,1,1,NEW ZEALAND JOURNAL OF PSYCHOLOGY,0112-109X,46,3,98,GARISCH JA and WILSON MS and O'CONNELL A and ROBINSON K,NA,,NEW ZEALAND PSYCHOL SOC,,, 
4009,RELATIONSHIP BETWEEN UNSUPERVISED TIME AND PARTICIPATION IN AN EMOTION REGULATION INTERVENTION AND RISK OUTCOMES,2017,1,1,JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,0196-206X,38,9,714,HADLEY W and BARKER D and THAMOTHARAN S and HOUCK CD,NA,,LIPPINCOTT WILLIAMS & WILKINS,,, 
4010,RISK OF SUICIDE ATTEMPTS AMONG ADOLESCENTS AND YOUNG ADULTS WITH AUTISM SPECTRUM DISORDER: A NATIONWIDE LONGITUDINAL FOLLOW-UP STUDY,2017,1,1,JOURNAL OF CLINICAL PSYCHIATRY,0160-6689,78,9,E1174,CHEN MH and PAN TL and LAN WH and HSU JW and HUANG KL and SU TP and LI CT and LIN WC and WEI HT and CHEN TJ and BAI YM,10.4088/JCP.16M11100,,PHYSICIANS POSTGRADUATE PRESS,,, 
4011,LOOKING AT THE BRIGHTER SIDE: FUNCTIONAL CONNECTIVITY BIOMARKERS OF RESILIENCE TO ADOLESCENT DEPRESSION IN EMOTION REGULATION NETWORKS,2017,1,1,NEUROPSYCHOPHARMACOLOGY,0893-133X,42,,S501,FISCHER A and CAMACHO MC and HO T and WHITFIELD-GABRIELI S and GOTLIB I,NA,,NATURE PUBLISHING GROUP,,, 
4012,THE EFFECT OF FRUSTRATION ON RESPONSE CONTROL IN CHILDREN WITH ADHD WITH AND WITHOUT COMORBIDITY COMPARED TO TYPICALLY-DEVELOPING CONTROLS,2017,1,1,NEUROPSYCHOPHARMACOLOGY,0893-133X,42,,S298,SEYMOUR K and ROSCH K and MARTINELLI M and MOSTOFSKY S,NA,,NATURE PUBLISHING GROUP,,, 
4013,SUCCESSES AND CHALLENGES IN DEVELOPING TRAUMA-INFORMED CHILD WELFARE SYSTEMS: A REAL-WORLD CASE STUDY OF EXPLORATION AND INITIAL IMPLEMENTATION,2017,1,1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,82,,42,AKIN BA and STROLIN-GOLTZMAN J and COLLINS-CAMARGO C,10.1016/J.CHILDYOUTH.2017.09.007,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
4014,AN EVALUATION OF THE EFFECTIVENESS OF PSYCHOLOGICAL THERAPY IN REDUCING GENERAL PSYCHOLOGICAL DISTRESS FOR ADULTS WITH AUTISM SPECTRUM CONDITIONS AND COMORBID MENTAL HEALTH PROBLEMS,2017,1,1,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,1063-3995,24,6,O1474,BLAINEY SH and RUMBALL F and MERCER L and EVANS LJ and BECK A,10.1002/CPP.2108,,WILEY,,, 
4015,PARENTS AND PEERS AS PROTECTIVE FACTORS AMONG ADOLESCENTS EXPOSED TO NEIGHBORHOOD RISK,2017,1,1,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,0193-3973,53,,127,CRISS MM and SMITH AM and MORRI AS and LI C and HUBBARD RL,10.1016/J.APPDEV.2017.10.004,,ELSEVIER SCIENCE INC,,, 
4016,CHANGES IN WHITE MATTER MICROSTRUCTURE PREDICT LITHIUM RESPONSE IN ADOLESCENTS WITH BIPOLAR DISORDER,2017,1,1,BIPOLAR DISORDERS,1398-5647,19,7,587,KAFANTARIS V and SPRITZER L and DOSHI V and SAITO E and SZESZKO PR,10.1111/BDI.12544,,WILEY,,, 
4017,INDICATORS OF POORLY CONTROLLED ASTHMA AND HEALTH-RELATED QUALITY OF LIFE AMONG SCHOOL-AGE CHILDREN IN THE UNITED STATES,2017,1,1,ALLERGY AND ASTHMA PROCEEDINGS,1088-5412,38,6,431,SULLIVAN PW and GHUSHCHYAN V and NAVARATNAM P and FRIEDMAN HS and KAVATI A and ORTIZ B and LANIER B,10.2500/AAP.2017.38.4084,,OCEAN SIDE PUBLICATIONS INC,,, 
4018,A QUALITATIVE STUDY OF MECHANISMS UNDERLYING EFFECTS OF A PARENTING INTERVENTION IN RURAL LIBERIA,2017,1,1,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,0957-8811,29,5,964,GIUSTO A and FRIIS E and SIM AL and CHASE RM and ZAYZAY JO and GREEN E and PUFFER E,10.1057/S41287-017-0101-8,,PALGRAVE MACMILLAN LTD,,, 
4019,DEVELOPMENTAL DELAYS IN EMOTION REGULATION STRATEGIES IN PRESCHOOLERS WITH AUTISM,2017,1,1,AUTISM RESEARCH,1939-3792,10,11,1808,NUSKE HJ and HEDLEY D and WOOLLACOTT A and THOMSON P and MACARI S and DISSANAYAKE C,10.1002/AUR.1827,,WILEY,,, 
4020,PSYCHOPATHOLOGY AND BORDERLINE PERSONALITY PATHOLOGY ASSOCIATED WITH LIFETIME SELF-INJURIOUS BEHAVIOR IN ADOLESCENT PSYCHIATRIC INPATIENTS AND DETAINEES,2017,1,1,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,1422-4917,45,6,441,KOENIG J and BRUNNER R and SCHMIDT JM and PARZER P and RESCH F and KAESS M,10.1024/1422-4917/A000549,,VERLAG HANS HUBER,,, 
4021,PEER VICTIMIZATION AND ACADEMIC PERFORMANCE IN PRIMARY SCHOOL CHILDREN,2017,1,1,ACADEMIC PEDIATRICS,1876-2859,17,8,830,MUNDY LK and CANTERFORD L and KOSOLA S and DEGENHARDT L and ALLEN NB and PATTON GC,NA,,ELSEVIER SCIENCE INC,,, 
4022,POSTTRAUMATIC STRESS DISORDER SYMPTOMS AMONG TRAUMA-EXPOSED INPATIENT ADOLESCENTS: THE ROLE OF EMOTIONAL NONACCEPTANCE AND ANXIETY SYMPTOM SEVERITY,2017,1,1,JOURNAL OF NERVOUS AND MENTAL DISEASE,0022-3018,205,11,879,VIANA AG and HANNA AE and RAINES EM and WOODWARD EC and PAULUS DJ and BERENZ EC and ZVOLENSKY MJ,10.1097/NMD.0000000000000737,,LIPPINCOTT WILLIAMS & WILKINS,,, 
4023,"SELF-HARM, AFFECTIVE TRAITS, AND PSYCHOSOCIAL FUNCTIONING IN ADULTS WITH DEPRESSIVE AND BIPOLAR DISORDERS",2017,1,1,JOURNAL OF NERVOUS AND MENTAL DISEASE,0022-3018,205,11,896,WEINTRAUB MJ and VAN DE LOO MM and GITLIN MJ and MIKLOWITZ DJ,10.1097/NMD.0000000000000744,,LIPPINCOTT WILLIAMS & WILKINS,,, 
4024,CHILD AND ADOLESCENT RISK FACTORS THAT DIFFERENTIALLY PREDICT VIOLENT VERSUS NONVIOLENT CRIME,2017,1,1,AGGRESSIVE BEHAVIOR,0096-140X,43,6,568,KALVIN CB and BIERMAN KL,10.1002/AB.21715,,WILEY,,, 
4025,AN EXPLORATION OF AN INTEGRATIVE APPROACH TO WORKING WITH A CHILD WITH CONDUCT DIFFICULTIES IN MUSIC THERAPY,2017,1,1,BRITISH JOURNAL OF MUSIC THERAPY,1359-4575,31,2,97,HALLIDAY K,10.1177/1359457517725893,,SAGE PUBLICATIONS LTD,,, 
4026,TRAIT EMOTIONAL INTELLIGENCE IN A SAMPLE OF EGYPTIANCHILDREN WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER,2017,1,1,CHILD AND ADOLESCENT MENTAL HEALTH,1475-357X,22,4,216,ELELLA EA and HASSAN GA and SABRY W and HENDAWY H and SHORUB E and ZYADA F and MEDANY O,10.1111/CAMH.12236,,WILEY,,, 
4027,"AGREEMENT AND DISCREPANCY BETWEEN CHILDREN, PARENTS, AND SOCIAL WORKERS ON SCHOOL-BASED EFFORT AVOIDANCE IN CHILD WELFARE SERVICES",2017,1,1,CHILD & FAMILY SOCIAL WORK,1356-7500,22,4,1431,WEBER HM and PETERMANN F and RUCKER S and BUTTNER P,10.1111/CFS.12364,,WILEY,,, 
4028,"EMPIRICALLY BASED ASSESSMENT AND TAXONOMY OF PSYCHOPATHOLOGY FOR AGES 11/2-90+YEARS: DEVELOPMENTAL, MULTI-INFORMANT, AND MULTICULTURAL FINDINGS",2017,1,1,COMPREHENSIVE PSYCHIATRY,0010-440X,79,,4,ACHENBACH TM and IVANOVA MY and RESCORLA LA,10.1016/J.COMPPSYCH.2017.03.006,,W B SAUNDERS CO-ELSEVIER INC,,, 
4029,PERCEPTIONS OF STUDENTS WITH AUTISM AND THEIR PARENTS: THE COLLEGE EXPERIENCE,2017,1,1,EDUCATION AND TREATMENT OF CHILDREN,0748-8491,40,4,571,HENDRICKSON JM and WOODS-GROVES S and RODGERS DB and DATCHUK S,NA,,WEST VIRGINIA UNIV PRESS,,, 
4030,SOCIAL ADVERSITY AND ANTISOCIAL BEHAVIOR: MEDIATING EFFECTS OF AUTONOMIC NERVOUS SYSTEM ACTIVITY,2017,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,45,8,1553,FAGAN SE and ZHANG W and GAO Y,10.1007/S10802-017-0262-0,,SPRINGER/PLENUM PUBLISHERS,,, 
4031,A PILOT RANDOMISED CONTROLLED TRIAL OF A SCHOOL-BASED RESILIENCE INTERVENTION TO PREVENT DEPRESSIVE SYMPTOMS FOR YOUNG ADOLESCENTS WITH AUTISM SPECTRUM DISORDER: A MIXED METHODS ANALYSIS,2017,1,1,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0162-3257,47,11,3458,MACKAY BA and SHOCHET IM and ORR JA,10.1007/S10803-017-3263-5,,SPRINGER/PLENUM PUBLISHERS,,, 
4032,CHILDREN OF PRENATALLY DEPRESSED MOTHERS: EXTERNALIZING AND INTERNALIZING SYMPTOMS ARE ACCOMPANIED BY REDUCTIONS IN SPECIFIC SOCIAL-EMOTIONAL COMPETENCIES,2017,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,26,11,3135,EICHLER A and WALZ L and GRUNITZ J and GRIMM J and VAN DOREN J and RAABE E and GOECKE TW and FASCHING PA and BECKMANN MW and KORNHUBER J and KRATZ O and HEINRICH H and MOLL GH,10.1007/S10826-017-0819-0,,SPRINGER,,, 
4033,DEPRESSIVE SYMPTOMS AMONG CHILDREN WITH ODD: CONTRIBUTIONS OF PARENT AND CHILD RISK FACTORS IN A CHINESE SAMPLE,2017,1,1,JOURNAL OF CHILD AND FAMILY STUDIES,1062-1024,26,11,3145,LIU XP and LIN XY and XU SS and OLSON SL and LI YB and DU HF,10.1007/S10826-017-0823-4,,SPRINGER,,, 
4034,A PATH MODEL OF SCHOOL VIOLENCE PERPETRATION: INTRODUCING ONLINE GAME ADDICTION AS A NEW RISK FACTOR,2017,1,1,JOURNAL OF INTERPERSONAL VIOLENCE,0886-2605,32,21,3205,KIM JY and LEE JS and OH S,10.1177/0886260515597435,,SAGE PUBLICATIONS INC,,, 
4035,DEVELOPMENT OF A PARENTING SUPPORT PROGRAM TO PREVENT ABUSE OF ADOLESCENTS IN SOUTH AFRICA: FINDINGS FROM A PILOT PRE-POST STUDY,2017,1,1,RESEARCH ON SOCIAL WORK PRACTICE,1049-7315,27,7,758,CLUVER LD and LACHMAN JM and WARD CL and GARDNER F and PETERSON T and HUTCHINGS JM and MIKTON C and MEINCK F and TSOANYANE S and DOUBT J and BOYES M and REDFERN AA,10.1177/1049731516628647,,SAGE PUBLICATIONS INC,,, 
4036,THE MULTIFACETED NATURE OF PROSOCIAL BEHAVIOR IN CHILDREN: LINKS WITH ATTACHMENT THEORY AND RESEARCH,2017,1,1,SOCIAL DEVELOPMENT,0961-205X,26,4,661,GROSS JT and STERN JA and BRETT BE and CASSIDY J,10.1111/SODE.12242,,WILEY,,, 
4037,CHILDREN'S AWARENESS CONCERNING EMOTION REGULATION STRATEGIES: EFFECTS OF ATTACHMENT STATUS,2017,1,1,SOCIAL DEVELOPMENT,0961-205X,26,4,694,STEFAN CA and AVRAM J and MICLEA M,10.1111/SODE.12234,,WILEY,,, 
4038,"A PROSPECTIVE STUDY OF ADOLESCENT MOTHERS' SOCIAL COMPETENCE, CHILDREN'S EFFORTFUL CONTROL AND COMPLIANCE AND CHILDREN'S SUBSEQUENT DEVELOPMENTAL OUTCOMES",2017,1,1,SOCIAL DEVELOPMENT,0961-205X,26,4,709,SEAY DM and UMANA-TAYLOR AJ and JAHROMI LB and UPDEGRAFF KA,10.1111/SODE.12238,,WILEY,,, 
4039,FROM COMPLIANCE TO SELF-REGULATION: DEVELOPMENT DURING EARLY CHILDHOOD,2017,1,1,SOCIAL DEVELOPMENT,0961-205X,26,4,981,FENG X and HOOPER EG and JIA RF,10.1111/SODE.12245,,WILEY,,, 
4040,CO-DEVELOPMENT OF INTERNALIZING AND EXTERNALIZING BEHAVIOR PROBLEMS DURING EARLY CHILDHOOD AMONG CHILD WELFARE-INVOLVED CHILDREN,2017,1,1,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,82,,455,YOON S and YOON D and WANG XF and TEBBEN E and LEE G and PEI F,10.1016/J.CHILDYOUTH.2017.10.016,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
4041,SHYNESS TRAJECTORIES ACROSS THE FIRST FOUR DECADES PREDICT MENTAL HEALTH OUTCOMES,2017,1,1,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,45,8,1621,TANG A and VAN LIESHOUT RJ and LAHAT A and DUKU E and BOYLE MH and SAIGAL S and SCHMIDT LA,10.1007/S10802-017-0265-X,,SPRINGER/PLENUM PUBLISHERS,,, 
4042,LINKING MATERNAL SOCIALIZATION OF EMOTION REGULATION TO ADOLESCENTS' CO-RUMINATION WITH PEERS,2017,1,1,JOURNAL OF EARLY ADOLESCENCE,0272-4316,37,9,1341,STONE LB and SILK JS and OPPENHEIMER CW and ALLEN KB and WALLER JM and DAHL RE,10.1177/0272431616659558,,SAGE PUBLICATIONS INC,,, 
4043,"THE BRIEF PROBLEM MONITOR-PARENT FORM (BPM-P), A SHORT VERSION OF THE CHILD BEHAVIOR CHECKLIST: PSYCHOMETRIC PROPERTIES IN SPANISH 6-TO 8-YEAR-OLD CHILDREN",2017,1,1,PSYCHOLOGICAL ASSESSMENT,1040-3590,29,11,1309,PENELO E and DE LA OSA N and NAVARRO JB and DOMENECH JM and EZPELETA L,10.1037/PAS0000428,,AMER PSYCHOLOGICAL ASSOC,,, 
4044,"BINGE EATING, BUT NOT OTHER DISORDERED EATING SYMPTOMS, IS A SIGNIFICANT CONTRIBUTOR OF BINGE DRINKING SEVERITY: FINDINGS FROM A CROSS-SECTIONAL STUDY AMONG FRENCH STUDENTS",2017,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,8,,NA,ROLLAND B and NAASSILA M and DUFFAU C and HOUCHI H and GIERSKI F and ANDRE J,10.3389/FPSYG.2017.01878,,FRONTIERS MEDIA SA,,, 
4045,NEURAL PREDICTORS OF SUBSTANCE USE DISORDERS IN YOUNG ADULTHOOD,2017,1,1,PSYCHIATRY RESEARCH-NEUROIMAGING,0925-4927,268,,22,O'BRIEN JW and HILL SY,10.1016/J.PSCYCHRESNS.2017.08.006,,ELSEVIER IRELAND LTD,,, 
4046,POSITIVE EDUCATION FOR YOUNG CHILDREN: EFFECTS OF A POSITIVE PSYCHOLOGY INTERVENTION FOR PRESCHOOL CHILDREN ON SUBJECTIVE WELL BEING AND LEARNING BEHAVIORS,2017,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,8,,NA,SHOSHANI A and SLONE M,10.3389/FPSYG.2017.01866,,FRONTIERS MEDIA SA,,, 
4047,SILENCE IS DEADLY: A CLUSTER-RANDOMISED CONTROLLED TRIAL OF A MENTAL HEALTH HELP-SEEKING INTERVENTION FOR YOUNG MEN,2017,1,1,BMC PUBLIC HEALTH,NA,17,,NA,CALEAR AL and BANFIELD M and BATTERHAM PJ and MORSE AR and FORBES O and CARRON-ARTHUR B and FISK M,10.1186/S12889-017-4845-Z,,BMC,,, 
4048,REJECTION SENSITIVITY AS A VULNERABILITY MARKER FOR DEPRESSIVE SYMPTOM DETERIORATION IN MEN,2017,1,1,PLOS ONE,1932-6203,12,10,NA,DE RUBEIS J and LUGO RG and WITTHOFT M and SUTTERLIN S and PAWELZIK MR and VOEGELE C,10.1371/JOURNAL.PONE.0185802,,PUBLIC LIBRARY SCIENCE,,, 
4049,MENSTRUAL HYGIENE- KNOWLEDGE AND PRACTICE AMONG ADOLESCENT SCHOOL GIRLS IN RURAL AREAS OF PUNJAB,2017,1,1,JOURNAL OF EVOLUTION OF MEDICAL AND DENTAL SCIENCES-JEMDS,2278-4748,6,83,5793,TULI AG and DHAR T and JOFFI and GARG N,10.14260/JEMDS/2017/1257,,JOURNAL EVOLUTION MEDICAL & DENTAL SCIENCES,,, 
4050,EFFECT OF FAMILY AFFECTIVE ENVIRONMENT ON INDIVIDUALS' EMOTION REGULATION,2017,1,1,PERSONALITY AND INDIVIDUAL DIFFERENCES,0191-8869,117,,144,GONG XP and PAULSON SE,10.1016/J.PAID.2017.05.047,,PERGAMON-ELSEVIER SCIENCE LTD,,, 
4051,THE EFFECT OF SCHOOL MEALS WITH FATTY FISH ON ADOLESCENTS' SELF-REPORTED SYMPTOMS FOR MENTAL HEALTH: FINS-TEENS - A RANDOMIZED CONTROLLED INTERVENTION TRIAL,2017,1,1,FOOD & NUTRITION RESEARCH,1654-6628,61,,NA,SKOTHEIM S and HANDELAND K and KJELLEVOLD M and OYEN J and FROYLAND L and LIE O and GRAFF IE and BASTE V and STORMARK KM and DAHL L,10.1080/16546628.2017.1383818,,TAYLOR & FRANCIS LTD,,, 
4052,THE RELATION BETWEEN MATERNAL WORK HOURS AND PRIMARY SCHOOL STUDENTS' AFFECT IN CHINA: THE ROLE OF THE FREQUENCY OF MOTHER-CHILD COMMUNICATION (FMCC) AND MATERNAL EDUCATION,2017,1,1,FRONTIERS IN PSYCHOLOGY,1664-1078,8,,NA,ZHOU H and LV B and GUO XL and LIU CH and QI B and HU WP and LIU ZM and LUO L,10.3389/FPSYG.2017.01777,,FRONTIERS MEDIA SA,,, 
4053,MINDFULNESS-BASED INTERVENTION IN ELEMENTARY SCHOOL STUDENTS WITH ANXIETY AND DEPRESSION: A SERIES OF N-OF-1 TRIALS ON EFFECTS AND FEASIBILITY,2017,1,1,JOURNAL OF EVIDENCE-BASED INTEGRATIVE MEDICINE,2515-690X,22,4,856,MALBOEUF-HURTUBISE C and LACOURSE E and HERBA C and TAYLOR G and BEN AMOR L,10.1177/2156587217726682,,SAGE PUBLICATIONS INC,,, 
4054,THE RELATIONSHIP BETWEEN COGNITIVE EMOTION-REGULATION STRATEGIES AND RESILIENCY IN ADVANCED PATIENTS WITH CANCER,2017,1,1,INTERNATIONAL JOURNAL OF CANCER MANAGEMENT,2538-4422,10,10,NA,BAGHJARI F and SAADATI H and ESMAEILINASAB M,10.5812/IJCM.7443,,KOWSAR PUBL,,, 
4055,INTERACTIVE SKILL TRAINING FOR ADOLESCENTS WITH EMOTION REGULATION PROBLEMS (DBT-A). THE THERAPIST MANUAL,2017,1,1,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,1616-3443,46,4,286,FISCHER-WALDSCHMIDT G,10.1026/1616-3443/A000451,,HOGREFE & HUBER PUBLISHERS,,, 
4056,BETWEEN VERBALIZATION AND REFLECTION: REFERENTIAL ACTIVITY AND NARRATIVE PROCESSES IN BORDERLINE PERSONALITY ORGANIZATION,2017,1,1,PSYCHOANALYTIC PSYCHOLOGY,0736-9735,34,4,422,GORSKA D and SOROKO E,10.1037/PAP0000117,,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,,, 
4057,"EMOTION SUPPRESSION, EMOTIONAL EATING, AND EATING BEHAVIOR AMONG PARENT-ADOLESCENT DYADS",2017,1,1,EMOTION,1528-3542,17,7,1052,FERRER RA and GREEN PA and OH AY and HENNESSY E and DWYER LA,10.1037/EMO0000295,,AMER PSYCHOLOGICAL ASSOC,,, 
4058,SMARTPHONE-ENHANCED LOW-THRESHOLD INTERVENTION FOR ADOLESCENTS WITH ANOREXIA NERVOSA (SELTIAN) WAITING FOR OUTPATIENT PSYCHOTHERAPY: STUDY PROTOCOL OF A RANDOMISED CONTROLLED TRIAL,2017,1,1,BMJ OPEN,2044-6055,7,10,NA,KOLAR DR and HAMMERLE F and JENETZKY E and HUSS M,10.1136/BMJOPEN-2017-018049,,BMJ PUBLISHING GROUP,,, 
4059,DISRUPTED AMYGDALA-PREFRONTAL CONNECTIVITY DURING EMOTION REGULATION LINKS STRESS-REACTIVE RUMINATION AND ADOLESCENT DEPRESSIVE SYMPTOMS,2017,1,1,DEVELOPMENTAL COGNITIVE NEUROSCIENCE,1878-9293,27,,99,FOWLER CH and MIERNICKI ME and RUDOLPH KD and TELZER EH,10.1016/J.DCN.2017.09.002,,ELSEVIER SCI LTD,,, 
4060,PEER VICTIMIZATION AND RELATED MENTAL HEALTH PROBLEMS IN EARLY ADOLESCENCE: THE MEDIATING ROLE OF PARENTAL AND PEER SUPPORT,2017,1,1,JOURNAL OF EARLY ADOLESCENCE,0272-4316,37,8,1142,RASALINGAM A and CLENCH-AAS J and RAANAAS RK,10.1177/0272431616653474,,SAGE PUBLICATIONS INC,,, 
4061,EMOTION REGULATION IN ADOLESCENTS: AN ERP STUDY,2017,1,1,BIOLOGICAL PSYCHOLOGY,0301-0511,129,,52,DESATNIK A and BEL-BAHAR T and NOLTE T and CROWLEY M and FONAGY P and FEARON P,10.1016/J.BIOPSYCHO.2017.08.001,,ELSEVIER SCIENCE BV,,, 
4062,CHINESE ADAPTATION OF EMOTION REGULATION QUESTIONNAIRE FOR CHILDREN AND ADOLESCENTS (ERQ-CCA): A PSYCHOMETRIC EVALUATION IN CHINESE CHILDREN,2017,1,1,INTERNATIONAL JOURNAL OF PSYCHOLOGY,0020-7594,52,5,398,LIU W and CHEN L and TU XT,10.1002/IJOP.12233,,JOHN WILEY & SONS LTD,,, 
4063,THE INTERACTION BETWEEN 5-HTTLPR AND STRESS EXPOSURE INFLUENCES CONNECTIVITY OF THE EXECUTIVE CONTROL AND DEFAULT MODE BRAIN NETWORKS,2017,1,1,BRAIN IMAGING AND BEHAVIOR,1931-7557,11,5,1486,VAN DER MEER DD and HARTMAN CA and PRUIM RHR and MENNES M and HESLENFELD D and OOSTERLAAN J and FARAONE SV and FRANKE B and BUITELAAR JK and HOEKSTRA PJ,10.1007/S11682-016-9633-3,,SPRINGER,,, 
